2026-02-14 12:45:08 | INFO | 🟡 WAIT       | BAJFINANCE      | ₹   1024.75 | EMAs converging, no breakout yet
2026-02-14 12:45:30 | INFO | ✅ BULLISH    | BALKRISIND      | ₹   2611.80 | Resistance breakout with EMAs converging
2026-02-14 12:45:30 | INFO | 🟢 HOLD_ADD   | GVT&D           | ₹   3553.00 | Above all weekly EMAs
2026-02-14 12:45:30 | INFO | 🟢 HOLD_ADD   | INDUSTOWER      | ₹    466.60 | Above all weekly EMAs
2026-02-14 12:45:30 | INFO | 🟡 WAIT       | DABUR           | ₹    512.45 | EMAs converging, no breakout yet
2026-02-14 12:45:30 | INFO | 🔴 EXIT       | PATANJALI       | ₹    521.25 | Below 40W EMA
2026-02-14 12:45:30 | INFO | 🔴 EXIT       | IGL             | ₹    166.51 | Below 40W EMA
2026-02-14 12:45:30 | INFO | 🔴 EXIT       | PIIND           | ₹   3150.60 | Below 40W EMA
2026-02-14 12:45:30 | INFO | 🟡 WAIT       | APOLLOTYRE      | ₹    489.65 | EMAs converging, no breakout yet
2026-02-14 12:45:30 | INFO | 🔴 EXIT       | COCHINSHIP      | ₹   1472.80 | Below 40W EMA
2026-02-14 12:45:31 | INFO | 🔴 EXIT       | POLICYBZR       | ₹   1523.80 | Below 40W EMA
2026-02-14 12:45:31 | INFO | 🟢 HOLD_ADD   | GLENMARK        | ₹   1997.60 | Above all weekly EMAs
2026-02-14 12:45:31 | INFO | 🔴 EXIT       | CONCOR          | ₹    498.30 | Below 40W EMA
2026-02-14 12:45:31 | INFO | 🔴 EXIT       | GODFRYPHLP      | ₹   2081.80 | Below 40W EMA
2026-02-14 12:45:31 | INFO | 🔴 EXIT       | ACC             | ₹   1637.10 | Below 40W EMA
2026-02-14 12:45:31 | INFO | 🟡 WAIT       | VMM             | ₹    121.91 | EMAs converging, no breakout yet
2026-02-14 12:45:31 | INFO | 🔴 EXIT       | LICHSGFIN       | ₹    507.65 | Below 40W EMA
2026-02-14 12:45:31 | INFO | 🔴 EXIT       | DIXON           | ₹  11417.00 | Below 40W EMA
2026-02-14 12:45:31 | INFO | 🔴 EXIT       | OFSS            | ₹   6639.00 | Below 40W EMA
2026-02-14 12:45:32 | INFO | 🔴 EXIT       | UCOBANK         | ₹     28.13 | Below 40W EMA
2026-02-14 12:45:32 | INFO | 🟠 CAUTIOUS   | BHEL            | ₹    255.75 | Below 20W EMA
2026-02-14 12:45:32 | INFO | 🔴 EXIT       | JSWINFRA        | ₹    257.45 | Below 40W EMA
2026-02-14 12:45:32 | INFO | 🔴 EXIT       | PREMIERENE      | ₹    759.20 | Below 40W EMA
2026-02-14 12:45:32 | INFO | 🟢 HOLD_ADD   | BANKINDIA       | ₹    161.79 | Above all weekly EMAs
2026-02-14 12:45:32 | INFO | 🔴 EXIT       | SUPREMEIND      | ₹   3774.90 | Below 40W EMA
2026-02-14 12:45:32 | INFO | 🔴 EXIT       | PAYTM           | ₹   1126.30 | Below 40W EMA
2026-02-14 12:45:33 | INFO | 🔴 EXIT       | MOTILALOFS      | ₹    784.55 | Below 40W EMA
2026-02-14 12:45:33 | INFO | 🟢 HOLD_ADD   | AIAENG          | ₹   3861.80 | Above all weekly EMAs
2026-02-14 12:45:33 | INFO | 🟢 HOLD_ADD   | IDEA            | ₹     11.30 | Above all weekly EMAs
2026-02-14 12:45:33 | INFO | 🟠 CAUTIOUS   | GMRAIRPORT      | ₹     94.03 | Below 20W EMA
2026-02-14 12:45:33 | INFO | 🔴 EXIT       | SUZLON          | ₹     45.67 | Below 40W EMA
2026-02-14 12:45:33 | INFO | 🔴 EXIT       | TATAINVEST      | ₹    630.15 | Below 40W EMA
2026-02-14 12:45:33 | INFO | 🔴 EXIT       | BDL             | ₹   1243.60 | Below 40W EMA
2026-02-14 12:45:33 | INFO | 🟢 HOLD_ADD   | POLYCAB         | ₹   7587.50 | Above all weekly EMAs
2026-02-14 12:45:33 | INFO | 🟡 WAIT       | PETRONET        | ₹    290.40 | EMAs converging, no breakout yet
2026-02-14 12:45:34 | INFO | 🟣 FADING     | LTF             | ₹    285.10 | Below 10W EMA - momentum fading
2026-02-14 12:45:34 | INFO | 🔴 EXIT       | AWL             | ₹    201.57 | Below 40W EMA
2026-02-14 12:45:34 | INFO | 🔴 EXIT       | SYNGENE         | ₹    434.35 | Below 40W EMA
2026-02-14 12:45:34 | INFO | 🔴 EXIT       | ITCHOTELS       | ₹    180.13 | Below 40W EMA
2026-02-14 12:45:34 | INFO | 🟡 WAIT       | WAAREEENER      | ₹   3096.20 | EMAs converging, no breakout yet
2026-02-14 12:45:34 | INFO | 🟣 FADING     | ABCAPITAL       | ₹    336.20 | Below 10W EMA - momentum fading
2026-02-14 12:45:34 | INFO | 🔴 EXIT       | LLOYDSME        | ₹   1190.40 | Below 40W EMA
2026-02-14 12:45:34 | INFO | 🟣 FADING     | PHOENIXLTD      | ₹   1735.50 | Below 10W EMA - momentum fading
2026-02-14 12:45:34 | INFO | 🔴 EXIT       | NIACL           | ₹    150.48 | Below 40W EMA
2026-02-14 12:45:35 | INFO | 🔴 EXIT       | SJVN            | ₹     76.67 | Below 40W EMA
2026-02-14 12:45:35 | INFO | 🟠 CAUTIOUS   | UPL             | ₹    724.30 | Below 20W EMA
2026-02-14 12:45:35 | INFO | 🔴 EXIT       | FACT            | ₹    781.20 | Below 40W EMA
2026-02-14 12:45:35 | INFO | 🔴 EXIT       | ATGL            | ₹    519.90 | Below 40W EMA
2026-02-14 12:45:35 | INFO | 🔴 EXIT       | GLAXO           | ₹   2594.40 | Below 40W EMA
2026-02-14 12:45:35 | INFO | 🟡 WAIT       | TATACOMM        | ₹   1656.90 | EMAs converging, no breakout yet
2026-02-14 12:45:35 | INFO | 🟢 HOLD_ADD   | HEROMOTOCO      | ₹   5584.00 | Above all weekly EMAs
2026-02-14 12:45:35 | INFO | 🟢 HOLD_ADD   | ASHOKLEY        | ₹    204.63 | Above all weekly EMAs
2026-02-14 12:45:36 | INFO | 🟡 WAIT       | ENDURANCE       | ₹   2484.20 | EMAs converging, no breakout yet
2026-02-14 12:45:36 | INFO | 🔴 EXIT       | HUDCO           | ₹    195.77 | Below 40W EMA
2026-02-14 12:45:36 | INFO | 🔴 EXIT       | TATAELXSI       | ₹   4824.00 | Below 40W EMA
2026-02-14 12:45:36 | INFO | 🟢 HOLD_ADD   | NYKAA           | ₹    270.95 | Above all weekly EMAs
2026-02-14 12:45:36 | INFO | 🔴 EXIT       | TATATECH        | ₹    598.25 | Below 40W EMA
2026-02-14 12:45:36 | INFO | 🔴 EXIT       | KALYANKJIL      | ₹    418.05 | Below 40W EMA
2026-02-14 12:45:36 | INFO | 🟢 HOLD_ADD   | NMDC            | ₹     79.43 | Above all weekly EMAs
2026-02-14 12:45:36 | INFO | 🔴 EXIT       | KPITTECH        | ₹    861.70 | Below 40W EMA
2026-02-14 12:45:36 | INFO | 🟢 HOLD_ADD   | SUNDARMFIN      | ₹   5289.50 | Above all weekly EMAs
2026-02-14 12:45:37 | INFO | 🟡 WAIT       | JKCEMENT        | ₹   5599.00 | EMAs converging, no breakout yet
2026-02-14 12:45:37 | INFO | 🟢 HOLD_ADD   | BSE             | ₹   3025.30 | Above all weekly EMAs
